Name,Link,Prize Pool,Buy In,Top Prize,Max Entries,Entries,Cash Line,Winner,Winning Score,Week
NFL Single Entry $25 Double Up,Contest,5000.0,25.0,50,1,230,156.46,along23,208.0,Week 6
NFL $5 Double Up,Contest,5000.0,5.0,10,34,1150,154.9,kvnsyt,206.5,Week 6
Casual NFL $5K Gridiron,Contest,5000.0,27.0,500,6,216,159.96,rellis63,194.62,Week 6
NFL Single Entry $5 Double Up,Contest,5000.0,5.0,10,1,1150,152.16,vapsattler,236.96,Week 6
NFL Single Entry $50 Double Up,Contest,5000.0,50.0,100,1,114,151.78,JacobBoney,206.46,Week 6
NFL $5K Fair Catch [Single Entry],Contest,5000.0,12.0,500,1,491,158.26,criggs,208.36,Week 6
NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],Contest,3250000.0,20.0,1000000,150,191177,150.9,bassinmatt,228.62,Week 7
NFL $1.25M Play-Action [$100K to 1st],Contest,1250000.0,3.0,100000,20,495442,149.9,broncos31,233.66,Week 7
NFL $1.2M Wildcat [$150K to 1st],Contest,1200000.0,333.0,150000,120,4005,147.78,BBoschetti,207.62,Week 7
NFL $760K Luxury Box [$150K to 1st],Contest,760000.0,3000.0,150000,8,269,145.72,Makisupa,201.52,Week 7
NFL $500K Slant [$50K to 1st],Contest,500000.0,9.0,50000,150,65360,149.7,mgroove,219.52,Week 7
"NFL $500K Power Sweep [3 Entry Max, $100K to 1st]",Contest,500000.0,150.0,100000,3,3704,149.92,Fynntastic,201.76,Week 7
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237813,148.52,BillyBundles69,236.92,Week 7
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,150.6,bran3008,213.46,Week 7
NFL MASSIVE $25 Double Up,Contest,150000.0,25.0,50,150,6897,141.2,kblust,204.32,Week 7
NFL $150K Fair Catch [Single Entry],Contest,150000.0,12.0,15000,1,14706,151.12,csbrown,227.2,Week 7
NFL $150K Three-Point Stance [5 Entry Max],Contest,150000.0,33.0,20000,5,5301,147.38,gimmethatmilly,220.92,Week 7
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6897,134.86,dscurm,209.12,Week 7
$10M Fantasy Football World Championship Double Qualifier #70-71,Contest,127722.2,1100.0,1000,4,129,173.4,Jarebaby,187.02,Week 7
NFL $100K Thunderdome [Single Entry],Contest,100000.0,5300.0,40000,1,21,136.18,cohenspicks,153.2,Week 7
NFL $100K Checkdown Pass [3 Entry Max],Contest,100000.0,777.0,20000,3,144,148.06,Makisupa,201.52,Week 7
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,131.6,DasAdam,207.62,Week 7
NFL $100K Sunday Special [$20K to 1st],Contest,100000.0,20.0,20000,150,5883,147.98,MSull321,223.72,Week 7
NFL $100K Sunday Special [$20K to 1st],Contest,100000.0,20.0,20000,150,5883,146.5,mped1028,218.0,Week 7
NFL $100K Play-Action [20 Entry Max],Contest,100000.0,3.0,10000,20,39636,148.1,iCuH8N247,227.62,Week 7
NFL $100K Juke [3 Entry Max],Contest,100000.0,400.0,20000,3,278,147.18,NSNunn,185.32,Week 7
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,133.18,DasAdam,207.62,Week 7
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1112,133.6,dogs1872,208.38,Week 7
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,146.44,DonationKing,210.72,Week 7
NFL $100K Pylon [Single Entry],Contest,100000.0,3.0,10000,1,39636,150.18,jgadd,227.62,Week 7
NFL $100K Nickel [3 Entry Max],Contest,100000.0,5.0,10000,3,23782,147.5,fulltime08,222.52,Week 7
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2273,133.36,alanbr,198.2,Week 7
NFL $85K Game Changer [Single Entry],Contest,85000.0,1500.0,20000,1,61,147.36,Slash1111,195.22,Week 7
NFL GIANT $250 Double Up [Single Entry],Contest,75000.0,250.0,500,1,334,132.98,drbaldy,183.22,Week 7
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3240,174.82,2855mailman,199.32,Week 7
NFL $75K Flea Flicker,Contest,75000.0,5.0,7500,150,17836,143.22,TFTIjhub,211.42,Week 7
NFL GIANT $10 Double Up,Contest,75000.0,10.0,20,150,8621,138.2,zach_vandusen,194.82,Week 7
$10M Fantasy Football World Championship Qualifier #69,Contest,71811.1,500.0,1000,5,168,164.18,Makisupa,201.52,Week 7
$10M Fantasy Football World Championship Qualifier #65,Contest,70096.1,5.0,1000,150,16670,165.62,rolltidechamps,220.92,Week 7
$10M Fantasy Football World Championship Qualifier #66,Contest,68991.1,16.0,1000,150,4980,165.02,Makisupa,205.12,Week 7
$10M Fantasy Football World Championship Qualifier #68,Contest,68111.1,150.0,1000,16,535,166.36,Makisupa | wilson1,201.52,Week 7
$10M Fantasy Football World Championship Qualifier #67,Contest,66011.1,75.0,1000,31,996,169.3,DonationKing,210.72,Week 7
$10M Fantasy Football World Championship Qualifier #72,Contest,62611.1,5600.0,1000,1,14,161.9,nolesman,161.9,Week 7
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,131.76,CrazyCarl5055,198.52,Week 7
NFL GIANT $5 Double Up [Single Entry],Contest,50000.0,5.0,10,1,11495,135.26,Dwachsmuth7,223.52,Week 7
NFL GIANT $25 Double Up,Contest,50000.0,25.0,50,68,2299,143.8,tomdon73,185.96,Week 7
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5748,133.66,yippie_ki_yay,203.72,Week 7
"NFL GIANT $1,060 50-50",Contest,50000.0,1060.0,2000,1,51,122.78,thewildbuffalo,156.6,Week 7
NFL $50K Spy [Single Entry],Contest,50000.0,100.0,5000,1,556,149.4,msb32649,212.72,Week 7
NFL $50K Mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,147.52,nolinger,232.02,Week 7
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,148.06,hoeppner21,208.32,Week 7
"NFL GIANT $2,120 50-50",Contest,40000.0,2120.0,4000,1,21,132.46,Makisupa,157.4,Week 7
NFL $40K Quarter Jukebox [Just $0.25!],Contest,40000.0,0.25,1500,20,190250,149.12,dustinwillis11_22,232.06,Week 7
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,71,132.46,drbaldy,183.22,Week 7
NFL GIANT $100 Double Up,Contest,35000.0,100.0,200,11,389,141.5,signguy,185.22,Week 7
NFL $35K Power Sweep [3 Entry Max],Contest,35000.0,150.0,4000,3,260,148.68,ualrgolf,195.92,Week 7
NFL $35K Hot Route,Contest,35000.0,100.0,5000,11,389,144.2,Makisupa,201.52,Week 7
NFL GIANT $50 Double Up,Contest,35000.0,50.0,100,23,796,144.7,KCMO24,190.36,Week 7
NFL $30K Touchdown,Contest,30100.0,200.0,7500,5,168,144.3,EasyEatWB910,184.52,Week 7
NFL GIANT $2 Double Up,Contest,30000.0,2.0,4,20,17242,130.38,NundaMonkeyBoy,212.32,Week 7
NFL $30K Fair Catch [Single Entry],Contest,30000.0,12.0,3000,1,2942,150.76,lbbombers,206.54,Week 7
NFL $30K Hail Mary,Contest,30000.0,12.0,3000,88,2942,144.68,nasch99,205.52,Week 7
NFL $30K Chop Block [$5K to 1st],Contest,30000.0,50.0,5000,20,682,144.82,darkus,188.96,Week 7
NFL $30K Stiff Arm [Single Entry],Contest,30000.0,555.0,7500,1,61,143.98,Makisupa,201.52,Week 7
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5748,134.16,Crittert,207.4,Week 7
NFL GIANT Single Entry $25 Double Up,Contest,25000.0,25.0,50,1,1150,135.3,stir_south,211.22,Week 7
NFL $25K Three-Point Stance [3 Entry Max],Contest,25000.0,33.0,2500,3,884,148.68,sjmfire,198.42,Week 7
NFL $25K Red Zone [Single Entry],Contest,25000.0,50.0,3000,1,569,148.58,Makisupa,201.52,Week 7
NFL $25K Three-Point Stance [3 Entry Max],Contest,25000.0,33.0,2500,3,884,146.66,KStedman,209.32,Week 7
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,125.94,chalaska,178.14,Week 7
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,133.32,ComfySteve,201.32,Week 7
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2874,137.96,vlad14,179.6,Week 7
NFL GIANT $250 Double Up,Contest,25000.0,250.0,500,3,112,135.98,sangeydraft,171.08,Week 7
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2874,131.2,WHOCARES1969,198.52,Week 7
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,133.0,drbaldy,183.22,Week 7
NFL $20K Spy [Single Entry],Contest,20000.0,100.0,3000,1,223,148.6,joeykendrick76,179.0,Week 7
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,176.76,MSull321,223.72,Week 7
NFL $20K Spy [Single Entry],Contest,20000.0,100.0,3000,1,223,143.26,kchmura28,194.42,Week 7
NFL $20K Red Zone [Single Entry],Contest,20000.0,50.0,3500,1,455,153.9,PolishNproud,193.48,Week 7
NFL $20K Singleback [3 Entry Max],Contest,20000.0,1.0,1500,3,23782,149.88,AutoF0cus,227.92,Week 7
NFL $15K Red Zone [Single Entry],Contest,15000.0,50.0,1500,1,341,149.2,jlv1979,190.56,Week 7
NFL $15K Fair Catch [Single Entry],Contest,15000.0,12.0,1500,1,1471,147.6,TIPaFORTEtoTHEmemory,220.22,Week 7
NFL $15K Nickel [3 Entry Max],Contest,15000.0,5.0,1500,3,3568,150.36,steveo1121,216.92,Week 7
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,13030.0,27.0,0,17,480,174.4,HeHaithMe,195.62,Week 7
$2.5M Sports Betting National Championship Qualifier [$1M to 1st],Contest,12850.0,225.0,0,2,64,171.6,glhf,182.76,Week 7
NFL $12.5K First Down [20 Entry Max],Contest,12500.0,1.0,1000,20,14864,148.3,MSull321,223.72,Week 7
NFL $25 Double Up,Contest,12000.0,25.0,50,16,552,140.5,Pskeez,185.06,Week 7
NFL $5 Double Up,Contest,10000.0,5.0,10,68,2299,137.36,Hitman1992 | Hitman1992 | Hitman1992 | Hitman1992 | Hitman1992,202.52,Week 7
NFL Single Entry $10 Double Up,Contest,10000.0,10.0,20,1,1150,136.22,Christoph26,222.26,Week 7
NFL $10K Three-Point Stance [3 Entry Max],Contest,10000.0,33.0,1000,3,354,148.7,Acewarrior31,200.92,Week 7
NFL $10K Safety [20 Entry Max],Contest,10000.0,2.0,500,20,5946,145.88,Quincydog,211.32,Week 7
NFL $10K Safety [20 Entry Max],Contest,10000.0,2.0,500,20,5946,145.88,brianhaydt,206.52,Week 7
NFL $10K Engage Eight [3 Entry Max],Contest,10000.0,8.0,1500,3,1471,150.42,jordanfan88,209.52,Week 7
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,500,1,11891,148.88,Jmboudreaux93,219.12,Week 7
NFL $10K Chop Block [5 Entry Max],Contest,10000.0,50.0,1000,5,228,143.24,DonkeyPunchers,184.12,Week 7
NFL Single Entry $25 Double Up,Contest,10000.0,25.0,50,1,460,135.1,Koracle,184.12,Week 7
NFL Single Entry $5 Double Up,Contest,10000.0,5.0,10,1,2299,135.8,TOUCHDOWNPIMP,210.48,Week 7
NFL Single Entry $5 Double Up,Contest,10000.0,5.0,10,1,2299,135.66,jgadd,227.62,Week 7
NFL Single Entry $2 Double Up,Contest,10000.0,2.0,4,1,5748,133.66,tice14,212.42,Week 7
NFL Fantasy Football Millionaire SUPERSatellite [500x],Contest,10000.0,1.0,0,20,11891,172.12,bigten51,217.62,Week 7
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,165.34,tonytwotimes,215.16,Week 7
NFL $1M King of the Beach Qualifier #100,Contest,8597.5,20.0,0,5,506,161.96,FuegoSteve,195.32,Week 7
NFL $1M King of the Beach Qualifier #101,Contest,8597.5,20.0,0,5,506,166.3,Fsjewell,216.78,Week 7
NFL $1M King of the Beach Qualifier #98,Contest,8557.5,4.0,0,5,2544,170.96,ldphifty,211.86,Week 7
NFL $1M King of the Beach Qualifier #103,Contest,8537.5,100.0,0,3,101,156.2,hishboo,166.54,Week 7
NFL $1M King of the Beach Qualifier #105,Contest,8537.5,100.0,0,3,101,156.6,IamPGM,176.96,Week 7
NFL $1M King of the Beach Qualifier #102,Contest,8537.5,100.0,0,3,101,161.8,scotty71,174.96,Week 7
NFL $1M King of the Beach Qualifier #104,Contest,8537.5,100.0,0,3,101,155.8,ericz116,172.12,Week 7
NFL $1M King of the Beach Qualifier #99,Contest,8537.5,12.0,0,5,838,166.58,dubblin8302,205.2,Week 7
NFL $7.5K Spy [Single Entry],Contest,7500.0,100.0,1000,1,84,150.08,chip31584,178.3,Week 7
NFL $7.5K Flea Flicker [$1K to 1st],Contest,7500.0,5.0,1000,53,1784,146.6,6furlong,207.06,Week 7
NFL $7.5K Engage Eight [5 Entry Max],Contest,7500.0,8.0,1000,5,1103,151.0,dcoll13,202.12,Week 7
NFL Single Entry $10 Double Up,Contest,7000.0,10.0,20,1,805,134.66,Jash99,202.92,Week 7
NFL $6.9K Touchdown [Single Entry],Contest,6900.0,200.0,2000,1,39,150.0,Mgately1511,185.92,Week 7
NFL $6.9K Touchdown [Single Entry],Contest,6900.0,200.0,2000,1,39,149.22,strassa2,167.92,Week 7
NFL $6.5K Hot Route [2 Entry Max],Contest,6500.0,100.0,1200,2,73,154.26,ascole28,176.72,Week 7
NFL Single Entry $50 Double Up,Contest,6000.0,50.0,100,1,137,138.52,Hitman1992,202.52,Week 7
"NFL $5,600 FFWC Qualifier Satellite",Contest,5600.0,90.0,0,2,61,195.62,HeHaithMe,195.62,Week 7
"NFL $5,600 FFWC Qualifier Satellite",Contest,5600.0,565.0,0,1,11,161.9,nolesman,161.9,Week 7
"NFL $5,425 FFWC MEGAQualifier Satellite",Contest,5425.0,90.0,0,2,64,175.66,JaguarLou,175.66,Week 7
NFL $5.4K Juke [Single Entry],Contest,5400.0,400.0,2500,1,16,148.42,thewildbuffalo,156.6,Week 7
NFL $5K Quarter Jukebox [Just $0.25!],Contest,5000.0,0.25,250,20,23782,148.8,celtic45,218.62,Week 7
NFL $5K Hail Mary,Contest,5000.0,12.0,750,14,491,153.48,BubbleQueen,182.02,Week 7
NFL $5K Mini-MAX [150 Entry Max],Contest,5000.0,0.5,500,150,11891,147.48,childress,206.68,Week 7
NFL $5K Chop Block [3 Entry Max],Contest,5000.0,50.0,750,3,114,139.5,Brewtus76,191.42,Week 7
NFL Single Entry $50 Double Up,Contest,5000.0,50.0,100,1,114,135.4,bpetro56,189.06,Week 7
NFL $5 Double Up,Contest,5000.0,5.0,10,34,1150,137.68,djpadula13,198.12,Week 7
NFL $10 Double Up,Contest,5000.0,10.0,20,17,575,137.48,jkush361,187.5,Week 7
Casual NFL $5K Front Four,Contest,5000.0,4.0,500,10,1487,149.28,Barry6565,206.06,Week 7
NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st],Contest,3250000.0,20.0,1000000,150,191177,154.66,LolololoLola,242.8,Week 8
NFL $1.25M Play-Action [$100K to 1st],Contest,1250000.0,3.0,100000,20,495442,152.6,Johnny1999,246.4,Week 8
NFL $1.2M Wildcat [$200K to 1st],Contest,1200000.0,333.0,200000,120,3988,157.26,Artino11,219.94,Week 8
NFL $850K Luxury Box [$200K to 1st],Contest,850000.0,3000.0,200000,9,301,158.74,papagates,200.0,Week 8
NFL $500K Slant [$50K to 1st],Contest,500000.0,9.0,50000,150,60053,154.9,MortyIce,242.96,Week 8
"NFL $500K Power Sweep [3 Entry Max, $100K to 1st]",Contest,500000.0,150.0,100000,3,3704,155.92,scorpio91,227.22,Week 8
NFL $200K Three-Point Stance [5 Entry Max],Contest,200000.0,33.0,25000,5,7068,155.0,GarethGoh,216.52,Week 8
"NFL $200K Spy [Single Entry, $30K to 1st]",Contest,200000.0,100.0,30000,1,2223,157.02,hoopstj,215.62,Week 8
NFL $200K First Down,Contest,200000.0,1.0,10000,20,237813,152.3,rcrumpto,240.66,Week 8
NFL MASSIVE $25 Double Up,Contest,150000.0,25.0,50,150,6897,144.44,cahill75,203.9,Week 8
NFL MASSIVE $25 Double Up [Single Entry],Contest,150000.0,25.0,50,1,6897,143.4,trussell3033,215.4,Week 8
NFL $150K Fair Catch [Single Entry],Contest,150000.0,12.0,15000,1,14706,153.7,hakoonamutata,228.3,Week 8
$10M Fantasy Football World Championship Double Qualifier #78-79,Contest,127722.2,1100.0,1000,4,132,180.14,mrgoodseats,197.12,Week 8
NFL MASSIVE $5 Double Up,Contest,125000.0,5.0,10,150,28736,145.18,cdkercher,219.3,Week 8
NFL $125K Checkdown Pass [3 Entry Max],Contest,125000.0,777.0,20000,3,179,158.84,Professional | BubbleQueen,188.9,Week 8
NFL $102K Game Changer [Single Entry],Contest,102000.0,1500.0,25000,1,73,157.74,ebeimfohr,184.88,Week 8
NFL $100K Thunderdome [Single Entry],Contest,100000.0,5300.0,40000,1,21,165.44,PetrGibbons,180.14,Week 8
NFL $100K Power Sweep [3 Entry Max],Contest,100000.0,150.0,15000,3,741,155.7,gn1ghtmoon,211.42,Week 8
NFL MASSIVE $50 Double Up [Single Entry],Contest,100000.0,50.0,100,1,2273,144.2,Johnner,214.7,Week 8
NFL MASSIVE $100 Double Up [Single Entry],Contest,100000.0,100.0,200,1,1112,144.1,kansas2910,204.1,Week 8
NFL $100K Juke [3 Entry Max],Contest,100000.0,400.0,20000,3,278,162.16,EmileHeskey,200.72,Week 8
NFL MASSIVE $5 Double Up,Contest,100000.0,5.0,10,150,22989,145.38,HSMTHCOACH,235.2,Week 8
NFL $100K Red Zone [Single Entry],Contest,100000.0,50.0,10000,1,2273,155.44,Johnner,214.7,Week 8
NFL $100K Nickel [3 Entry Max],Contest,100000.0,5.0,10000,3,23782,151.74,HannaBarbara,231.96,Week 8
NFL $100K Pylon [Single Entry],Contest,100000.0,3.0,10000,1,39636,152.4,Rah26,241.3,Week 8
NFL GIANT $250 Double Up [Single Entry],Contest,75000.0,250.0,500,1,334,144.1,Rigby,190.44,Week 8
NFL GIANT $10 Double Up,Contest,75000.0,10.0,20,150,8621,144.04,raidergiants1,213.8,Week 8
NFL $75K Spy [Single Entry],Contest,75000.0,100.0,7500,1,834,154.84,lwesemann,207.14,Week 8
"NFL $75K Super Booster [Top 75 Win $1,000]",Contest,75000.0,27.0,1000,97,3240,186.9,mark1919,215.38,Week 8
NFL $75K Flea Flicker,Contest,75000.0,5.0,7500,150,17836,152.76,underjones,227.42,Week 8
$10M Fantasy Football World Championship Qualifier #77,Contest,71811.1,500.0,1000,5,154,174.4,nabs1976,188.7,Week 8
$10M Fantasy Football World Championship Qualifier #73,Contest,70096.1,5.0,1000,150,15972,171.64,doinky1,239.22,Week 8
$10M Fantasy Football World Championship Qualifier #74,Contest,68991.1,16.0,1000,150,4527,172.44,doinky1,239.22,Week 8
$10M Fantasy Football World Championship Qualifier #76,Contest,68111.1,150.0,1000,16,524,179.36,Danman8817,195.36,Week 8
$10M Fantasy Football World Championship Qualifier #75,Contest,66011.1,75.0,1000,31,902,177.96,randyoliver799,210.46,Week 8
$10M Fantasy Football World Championship Qualifier #80,Contest,62611.1,5600.0,1000,1,14,180.14,PetrGibbons,180.14,Week 8
NFL GIANT $10 Double Up [Single Entry],Contest,50000.0,10.0,20,1,5748,144.46,Lawnman44,215.52,Week 8
NFL GIANT $5 Double Up [Single Entry],Contest,50000.0,5.0,10,1,11495,143.26,Lawnman44,214.7,Week 8
NFL GIANT $25 Double Up [Single Entry],Contest,50000.0,25.0,50,1,2299,146.04,pep8,217.44,Week 8
NFL GIANT $25 Double Up,Contest,50000.0,25.0,50,68,2299,147.14,Fredgarvinsnl,201.34,Week 8
NFL $50K Engage Eight [3 Entry Max],Contest,50000.0,8.0,5000,3,7353,154.2,cowboys282,226.22,Week 8
NFL $50K Mini-MAX [150 Max Entry],Contest,50000.0,0.5,5000,150,118907,155.86,Notadaygoesby,247.12,Week 8
"NFL GIANT $2,120 50-50",Contest,40000.0,2120.0,4000,1,21,138.94,CasBrM,169.94,Week 8
"NFL GIANT $1,060 50-50",Contest,40000.0,1060.0,2000,1,41,140.14,CasBrM,169.94,Week 8
NFL $40K Quarter Jukebox [Just $0.25!],Contest,40000.0,0.25,1500,20,190250,153.08,smitty321,245.32,Week 8
NFL GIANT $530 50-50,Contest,35000.0,530.0,1000,2,71,140.54,janderson84,181.84,Week 8
NFL GIANT $50 Double Up,Contest,35000.0,50.0,100,23,796,143.1,Fredgarvinsnl,201.34,Week 8
NFL GIANT $100 Double Up,Contest,35000.0,100.0,200,11,389,144.24,Fredgarvinsnl,201.34,Week 8
NFL $35K Hail Mary,Contest,35000.0,12.0,3000,102,3432,154.34,bengalhockey,210.92,Week 8
NFL $35K Hot Route,Contest,35000.0,100.0,5000,11,389,157.26,Hedzup01,205.12,Week 8
NFL $30K Touchdown,Contest,30100.0,200.0,7500,5,168,157.44,mrgoodseats,197.12,Week 8
NFL GIANT $2 Double Up,Contest,30000.0,2.0,4,20,17242,146.24,HybridJB3,221.1,Week 8
NFL $30K Stiff Arm [Single Entry],Contest,30000.0,555.0,7500,1,61,157.04,msb32649,188.32,Week 8
NFL $30K Spin Move [Single Entry],Contest,30000.0,300.0,5000,1,112,161.44,clippers89,198.12,Week 8
NFL GIANT $5 Double Up [Single Entry],Contest,25000.0,5.0,10,1,5748,144.92,tufsi11,210.8,Week 8
NFL GIANT $50 Double Up [Single Entry],Contest,25000.0,50.0,100,1,569,143.14,zebra,198.6,Week 8
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,145.34,csmith80,209.8,Week 8
NFL GIANT $25 Double Up [Single Entry],Contest,25000.0,25.0,50,1,1150,144.64,NamHu87,222.76,Week 8
NFL GIANT $10 Double Up [Single Entry],Contest,25000.0,10.0,20,1,2874,145.14,FlashThatUUU,205.04,Week 8
NFL GIANT $250 Double Up [Single Entry],Contest,25000.0,250.0,500,1,112,145.44,Skibasher,188.14,Week 8
NFL GIANT $250 Double Up,Contest,25000.0,250.0,500,3,112,140.56,I_Slewfoot_U,173.52,Week 8
NFL GIANT $10 Double Up,Contest,25000.0,10.0,20,86,2874,147.14,dpish,206.92,Week 8
NFL GIANT $100 Double Up [Single Entry],Contest,25000.0,100.0,200,1,278,146.24,BigPod,191.22,Week 8
NFL $25K Fair Catch [Single Entry],Contest,25000.0,12.0,2000,1,2451,156.1,NamHu87,222.76,Week 8
NFL $20K Spy [Single Entry],Contest,20000.0,100.0,3000,1,223,151.12,EmileHeskey,200.72,Week 8
NFL $20K Super Booster [Top 200 Win $100],Contest,20000.0,4.0,100,20,5883,179.0,tristan.hoh,217.86,Week 8
NFL $20K Red Zone [Single Entry],Contest,20000.0,50.0,3500,1,455,155.62,dchess,193.74,Week 8
NFL $20K Red Zone [Single Entry],Contest,20000.0,50.0,3500,1,455,158.64,EmileHeskey,200.72,Week 8
NFL $20K Mini-MAX [150 Max Entry],Contest,20000.0,0.5,1500,150,47563,156.92,0ldManRivers,233.72,Week 8
NFL $20K Singleback [3 Entry Max],Contest,20000.0,1.0,1500,3,23782,153.8,mrgran,235.42,Week 8
NFL Single Entry $25 Double Up,Contest,15000.0,25.0,50,1,690,141.48,Cottonjpz,206.5,Week 8
NFL $15K Three-Point Stance [3 Entry Max],Contest,15000.0,33.0,1500,3,531,153.9,EmileHeskey,200.72,Week 8
NFL $15K Power Sweep [3 Entry Max],Contest,15000.0,150.0,3000,3,112,155.34,TadJamesin,211.54,Week 8
NFL $15K Safety,Contest,15000.0,2.0,1500,20,8918,153.36,mrbeichner,231.04,Week 8
NFL $14.2K Luxury Box [Single Entry],Contest,14200.0,1500.0,7500,1,11,152.34,mrgoodseats,169.12,Week 8
Sports Betting National Championship Qualifier [$1M to 1st],Contest,13600.0,225.0,0,2,56,164.1,PetrGibbons,180.14,Week 8
Sports Betting National Championship Qualifier [$1M to 1st],Contest,13130.0,27.0,0,17,530,178.22,hozoir,208.0,Week 8
NFL $25 Double Up,Contest,12000.0,25.0,50,16,552,144.08,desaikushal,203.94,Week 8
NFL Single Entry $100 Double Up,Contest,10000.0,100.0,200,1,112,138.52,Naksamillion,191.82,Week 8
NFL Single Entry $5 Double Up,Contest,10000.0,5.0,10,1,2299,143.1,ftfd0806,212.5,Week 8
NFL Single Entry $5 Double Up,Contest,10000.0,5.0,10,1,2299,142.64,pep8,217.44,Week 8
NFL Single Entry $2 Double Up,Contest,10000.0,2.0,4,1,5748,144.64,Debills,220.02,Week 8
NFL Single Entry $10 Double Up,Contest,10000.0,10.0,20,1,1150,145.4,jwbouch,205.56,Week 8
NFL Fantasy Football Millionaire SUPERSatellite [500x],Contest,10000.0,1.0,0,20,11891,177.0,doinky1,239.22,Week 8
NFL BIG 10x Booster [Top 500 Win $20],Contest,10000.0,2.0,20,20,5883,168.84,JBertConshy,235.3,Week 8
NFL $10K Engage Eight [3 Entry Max],Contest,10000.0,8.0,1500,3,1471,156.26,grics4life,224.76,Week 8
NFL $10K First Down [20 Entry Max],Contest,10000.0,1.0,500,20,11891,151.24,Rusty437,238.92,Week 8
NFL $10K Daily Dollar [Single Entry],Contest,10000.0,1.0,500,1,11891,152.0,BigBlue1122,224.92,Week 8
NFL $1M King of the Beach Qualifier #116,Contest,8597.5,20.0,0,5,506,173.92,anilprao88,211.82,Week 8
NFL $1M King of the Beach Qualifier #115,Contest,8597.5,20.0,0,5,506,175.26,Zachrob1,201.92,Week 8
NFL $1M King of the Beach Qualifier #113,Contest,8557.5,4.0,0,5,2254,174.24,doinky1,239.22,Week 8
NFL $1M King of the Beach Qualifier #119,Contest,8537.5,100.0,0,3,101,175.64,thechubasco,207.02,Week 8
NFL $1M King of the Beach Qualifier #118,Contest,8537.5,100.0,0,3,101,169.94,ebeimfohr,184.88,Week 8
NFL $1M King of the Beach Qualifier #120,Contest,8537.5,100.0,0,3,101,172.02,Klavallee,195.22,Week 8
