player,pos,age,game_date,league_id,team,game_location,opp,game_result,game_num,week_num,game_day_of_week,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
Geronimo Allison,WR,24.248,2018-09-23,NFL,GNB,@,WAS,L 17-31,3,3,Sun,4,2,76,38.00,1,50.0%,19.00
Davante Adams,WR,25.273,2018-09-23,NFL,GNB,@,WAS,L 17-31,3,3,Sun,9,7,52,7.43,1,77.8%,5.78
T.J. Yeldon,RB,24.356,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,7,6,46,7.67,0,85.7%,6.57
Dede Westbrook,WR,24.306,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,4,3,31,10.33,0,75.0%,7.75
Austin Seferian-Jenkins,TE,25.359,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,5,3,18,6.00,0,60.0%,3.60
Donte Moncrief,WR,25.048,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,3,2,16,8.00,0,66.7%,5.33
Corey Grant,RB,26.278,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,2,1,-1,-1.00,0,50.0%,-0.50
Keelan Cole,WR,25.156,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,9,5,40,8.00,0,55.6%,4.44
Tommy Bohanon,FB,28.013,2018-09-23,NFL,JAX,,TEN,L 6-9,3,3,Sun,2,1,5,5.00,0,50.0%,2.50
Damien Williams,RB,26.173,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,2,2,16,8.00,0,100.0%,8.00
Sammy Watkins,WR,25.101,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,8,5,55,11.00,1,62.5%,6.88
Spencer Ware,RB,26.304,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,3,2,29,14.50,0,66.7%,9.67
Anthony Sherman,FB,29.286,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,1,1,16,16.00,0,100.0%,16.00
Marcus Kemp,WR,23.040,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,1,1,7,7.00,0,100.0%,7.00
Travis Kelce,TE,28.353,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,10,8,114,14.25,0,80.0%,11.40
Tyreek Hill,WR,24.206,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,5,2,51,25.50,0,40.0%,10.20
Demetrius Harris,TE,27.056,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,3,1,13,13.00,1,33.3%,4.33
Chris Conley,WR,25.333,2018-09-23,NFL,KAN,,SFO,W 38-27,3,3,Sun,3,2,13,6.50,1,66.7%,4.33
Albert Wilson,WR,26.073,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,2,2,74,37.00,1,100.0%,37.00
Kenny Stills,WR,26.154,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,5,3,61,20.33,1,60.0%,12.20
DeVante Parker,WR,25.246,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,3,2,40,20.00,0,66.7%,13.33
Jakeem Grant,WR,25.358,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,3,2,70,35.00,2,66.7%,23.33
Mike Gesicki,TE,22.355,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,3,3,31,10.33,0,100.0%,10.33
Kenyan Drake,RB,24.240,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,4,2,7,3.50,0,50.0%,1.75
A.J. Derby,TE,27.003,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,1,1,16,16.00,0,100.0%,16.00
Danny Amendola,WR,32.325,2018-09-23,NFL,MIA,,OAK,W 28-20,3,3,Sun,3,3,42,14.00,0,100.0%,14.00
Laquon Treadwell,WR,23.101,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,4,4,33,8.25,0,100.0%,8.25
Adam Thielen,WR,28.032,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,19,14,105,7.50,0,73.7%,5.53
Kyle Rudolph,TE,28.318,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,6,5,48,9.60,1,83.3%,8.00
Aldrick Robinson,WR,29.364,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,1,1,9,9.00,0,100.0%,9.00
Latavius Murray,HB,28.248,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,7,5,30,6.00,0,71.4%,4.29
C.J. Ham,FB,25.063,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,6,5,47,9.40,0,83.3%,7.83
Stefon Diggs,WR,24.298,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,10,4,17,4.25,0,40.0%,1.70
Tyler Conklin,TE,23.055,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,1,1,7,7.00,0,100.0%,7.00
Mike Boone,RB,23.085,2018-09-23,NFL,MIN,,BUF,L 6-27,3,3,Sun,1,1,0,0.00,0,100.0%,0.00
Jonathan Williams,RB,24.233,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,1,1,1,1.00,0,100.0%,1.00
Ben Watson,TE,37.279,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,6,5,71,14.20,0,83.3%,11.83
Michael Thomas,WR,25.204,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,10,10,129,12.90,0,100.0%,12.90
Cameron Meredith,WR,26.002,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,1,1,11,11.00,1,100.0%,11.00
Zach Line,FB,28.120,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,2,2,6,3.00,1,100.0%,3.00
Alvin Kamara,RB,23.060,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,20,15,124,8.27,0,75.0%,6.20
Josh Hill,TE,28.125,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,1,1,17,17.00,0,100.0%,17.00
Ted Ginn,WR,33.164,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,6,3,12,4.00,1,50.0%,2.00
Austin Carr,WR,24.272,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,2,1,25,25.00,0,50.0%,12.50
James White,RB,26.232,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,3,3,14,4.67,1,100.0%,4.67
Cordarrelle Patterson,WR,27.190,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,1,1,12,12.00,0,100.0%,12.00
Sony Michel,RB,23.218,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,3,1,-1,-1.00,0,33.3%,-0.33
Chris Hogan,WR,30.334,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,4,3,31,10.33,0,75.0%,7.75
Rob Gronkowski,TE,29.132,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,5,4,51,12.75,0,80.0%,10.20
Rex Burkhead,RB,28.083,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,3,2,26,13.00,0,66.7%,8.67
Eric Tomlinson,TE,26.151,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,2,1,14,14.00,0,50.0%,7.00
Terrelle Pryor,WR,29.092,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,3,1,25,25.00,0,33.3%,8.33
Jermaine Kearse,WR,28.226,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,6,3,35,11.67,0,50.0%,5.83
Chris Herndon,TE,22.209,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,2,2,-1,-0.50,0,100.0%,-0.50
Quincy Enunwa,WR,26.112,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,8,4,57,14.25,0,50.0%,7.13
Isaiah Crowell,RB,25.255,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,3,2,17,8.50,0,66.7%,5.67
Robby Anderson,WR,25.134,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,4,2,22,11.00,0,50.0%,5.50
Wendell Smallwood,RB,24.237,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,5,3,35,11.67,0,60.0%,7.00
Joshua Perkins,TE,25.049,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,4,1,10,10.00,0,25.0%,2.50
Jordan Matthews,WR,26.069,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,2,2,21,10.50,0,100.0%,10.50
Dallas Goedert,TE,23.263,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,7,7,73,10.43,1,100.0%,10.43
Zach Ertz,TE,27.317,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,10,5,73,14.60,0,50.0%,7.30
Corey Clement,RB,23.325,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,4,3,19,6.33,0,75.0%,4.75
Nelson Agholor,WR,25.122,2018-09-23,NFL,PHI,,IND,W 20-16,3,3,Sun,5,4,24,6.00,0,80.0%,4.80
James Washington,WR,22.175,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,2,2,25,12.50,0,100.0%,12.50
Ryan Switzer,WR,23.324,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,3,3,9,3.00,1,100.0%,3.00
JuJu Smith-Schuster,WR,21.306,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,11,9,116,12.89,0,81.8%,10.55
Vance McDonald,TE,28.103,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,4,4,112,28.00,1,100.0%,28.00
Jesse James,TE,24.112,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,1,1,7,7.00,0,100.0%,7.00
James Conner,RB,23.142,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,6,5,34,6.80,0,83.3%,5.67
Antonio Brown,WR,30.076,2018-09-24,NFL,PIT,@,TAM,W 30-27,3,3,Mon,9,6,50,8.33,1,66.7%,5.56
Nick Vannett,TE,25.201,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,5,4,27,6.75,0,80.0%,5.40
Brandon Marshall,WR,34.184,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,6,2,30,15.00,0,33.3%,5.00
Tyler Lockett,WR,25.360,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,6,4,77,19.25,1,66.7%,12.83
Will Dissly,TE,22.077,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,3,1,4,4.00,0,33.3%,1.33
Mike Davis,RB,25.216,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,1,1,7,7.00,0,100.0%,7.00
Chris Carson,RB,24.007,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,2,2,22,11.00,0,100.0%,11.00
Jaron Brown,WR,28.258,2018-09-23,NFL,SEA,,DAL,W 24-13,3,3,Sun,2,2,25,12.50,1,100.0%,12.50
Trent Taylor,WR,24.146,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,4,3,24,8.00,0,75.0%,6.00
Raheem Mostert,RB,26.167,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,1,1,8,8.00,0,100.0%,8.00
George Kittle,TE,24.349,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,7,5,79,15.80,0,71.4%,11.29
Kyle Juszczyk,FB,27.153,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,4,2,38,19.00,1,50.0%,9.50
Marquise Goodwin,WR,27.308,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,4,3,30,10.00,1,75.0%,7.50
Pierre Garcon,WR,32.046,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,4,1,11,11.00,0,25.0%,2.75
Garrett Celek,TE,30.117,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,1,1,7,7.00,0,100.0%,7.00
Matt Breida,RB,23.207,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,3,3,27,9.00,0,100.0%,9.00
Kendrick Bourne,WR,23.050,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,2,1,27,27.00,0,50.0%,13.50
Shaun Wilson,RB,22.296,2018-09-24,NFL,TAM,,PIT,L 27-30,3,3,Mon,2,2,9,4.50,0,100.0%,4.50
Jacquizz Rodgers,RB,28.230,2018-09-24,NFL,TAM,,PIT,L 27-30,3,3,Mon,3,2,18,9.00,0,66.7%,6.00
DeSean Jackson,WR,31.297,2018-09-24,NFL,TAM,,PIT,L 27-30,3,3,Mon,5,3,37,12.33,0,60.0%,7.40
Adam Humphries,WR,25.092,2018-09-24,NFL,TAM,,PIT,L 27-30,3,3,Mon,5,3,30,10.00,0,60.0%,6.00
